證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,Unnamed: 16,date
006208,富邦台50,"1,948,889",448,"117,592,734",60.20,60.70,60.00,60.10,-,0.3,60.00,16,60.10,19,0.00,,2020-10-16
00625K,富邦上証+R,"50,000",2,"420,000",8.40,8.40,8.40,8.40,+,0.02,8.23,5,8.45,5,0.00,,2020-10-16
00631L,元大台灣50正2,"3,162,002","1,022","210,117,731",66.50,67.10,65.65,65.65,-,0.95,65.65,155,65.70,3,0.00,,2020-10-16
00632R,元大台灣50反1,"186,152,509","7,283","1,532,821,363",8.23,8.28,8.19,8.28,+,0.07,8.27,"5,226",8.28,"12,223",0.00,,2020-10-16
00633L,富邦上証正2,"13,006,000","2,242","776,950,400",59.15,60.55,59.00,59.70,+,0.1,59.70,73,59.75,10,0.00,,2020-10-16
00634R,富邦上証反1,"1,199,000",110,"5,352,120",4.47,4.49,4.44,4.48,+,0.03,4.47,37,4.48,90,0.00,,2020-10-16
00635U,元大S&P黃金,"417,750",164,"10,921,614",26.12,26.18,26.10,26.17,+,0.13,26.16,1,26.17,188,0.00,,2020-10-16
00636,國泰中國A50,"1,962,553",369,"48,854,512",24.79,25.00,24.66,24.81,+,0.02,24.81,40,24.83,25,0.00,,2020-10-16
00636K,國泰中國A50+U,100,1,856,8.56,8.56,8.56,8.56,-,0.06,8.55,10,8.65,10,0.00,,2020-10-16
00637L,元大滬深300正2,"87,663,121","8,494","2,040,564,623",23.06,23.59,22.96,23.25,+,0.03,23.25,113,23.26,147,0.00,,2020-10-16
00638R,元大滬深300反1,"1,104,000",151,"9,918,200",9.01,9.03,8.93,8.99,+,0.01,8.98,30,8.99,22,0.00,,2020-10-16
00639,富邦深100,"1,675,539",258,"24,901,862",14.91,15.03,14.76,14.83,-,0.14,14.83,199,14.84,96,0.00,,2020-10-16
00640L,富邦日本正2,"1,380,150",187,"27,502,547",19.97,20.10,19.76,19.84,-,0.33,19.84,1,19.87,145,0.00,,2020-10-16
00641R,富邦日本反1,"232,000",42,"3,073,290",13.23,13.29,13.19,13.26,+,0.1,13.26,48,13.28,247,0.00,,2020-10-16
00642U,元大S&P石油,"4,931,003",883,"37,266,782",7.61,7.61,7.53,7.53,-,0.09,7.53,512,7.54,47,0.00,,2020-10-16
00643,群益深証中小,"1,233,482",285,"21,699,561",17.66,17.72,17.41,17.50,-,0.22,17.49,3,17.50,15,0.00,,2020-10-16
00643K,群益深証中小+R,0,0,0,--,--,--,--, ,0.0,4.04,2,4.16,2,0.00,,2020-10-16
00645,富邦日本,"67,003",20,"1,412,281",21.10,21.14,21.00,21.01,-,0.1,20.97,50,21.01,133,0.00,,2020-10-16
00646,元大S&P500,"1,056,640",357,"32,418,364",30.73,30.79,30.61,30.69,+,0.11,30.63,125,30.70,10,0.00,,2020-10-16
00647L,元大S&P500正2,"275,000",50,"12,096,450",44.04,44.10,43.71,43.77,+,0.05,43.77,199,43.79,1,0.00,,2020-10-16
00648R,元大S&P500反1,"1,130,000",71,"10,318,790",9.13,9.16,9.11,9.16, ,0.0,9.15,220,9.16,476,0.00,,2020-10-16
00650L,FH香港正2,"580,000",169,"12,888,680",22.01,22.37,22.01,22.32,-,0.01,22.31,91,22.33,1,0.00,,2020-10-16
00651R,FH香港反1,"109,000",37,"924,030",8.52,8.52,8.45,8.46,+,0.01,8.47,1,8.48,309,0.00,,2020-10-16
00652,富邦印度,"316,536",112,"6,662,548",21.13,21.13,20.98,21.05,-,0.33,21.05,20,21.11,2,0.00,,2020-10-16
00653L,富邦印度正2,"7,752,000","1,461","183,884,290",23.86,23.86,23.49,23.79,-,0.71,23.79,36,23.80,14,0.00,,2020-10-16
00654R,富邦印度反1,"483,000",81,"5,953,810",12.30,12.38,12.29,12.36,+,0.19,12.33,23,12.36,4,0.00,,2020-10-16
00655L,國泰中國A50正2,"5,301,000","1,225","233,958,020",43.60,44.79,43.59,44.24,+,0.11,44.16,50,44.25,303,0.00,,2020-10-16
00656R,國泰中國A50反1,"265,000",19,"2,168,440",8.20,8.23,8.15,8.22,+,0.02,8.18,190,8.20,50,0.00,,2020-10-16
00657,國泰日經225,"103,000",4,"2,996,490",29.14,29.21,29.09,29.09,-,0.03,29.02,30,29.10,40,0.00,,2020-10-16
00657K,國泰日經225+U,100,1,"1,012",10.12,10.12,10.12,10.12,-,0.01,10.05,10,10.14,10,0.00,,2020-10-16
00660,元大歐洲50,"28,000",26,"644,060",23.02,23.06,22.93,22.93,-,0.33,22.93,47,23.01,51,0.00,,2020-10-16
00661,元大日經225,"2,000",2,"59,360",29.68,29.68,29.68,29.68,X,0.0,29.51,15,29.65,1,0.00,,2020-10-16
00662,富邦NASDAQ,"308,893",103,"13,615,492",44.13,44.22,43.95,44.08,+,0.04,44.06,1,44.08,34,0.00,,2020-10-16
00663L,國泰臺灣加權正2,"12,000",8,"710,150",59.70,59.70,58.75,58.85,-,0.7,58.60,330,58.70,112,0.00,,2020-10-16
00664R,國泰臺灣加權反1,"7,338,004",343,"68,678,826",9.33,9.40,9.30,9.39,+,0.07,9.39,269,9.40,47,0.00,,2020-10-16
00665L,富邦恒生國企正2,"383,000",70,"8,115,820",20.99,21.40,20.76,21.34,+,0.21,21.32,54,21.40,59,0.00,,2020-10-16
00666R,富邦恒生國企反1,"80,000",2,"1,027,200",12.84,12.84,12.84,12.84,-,0.05,12.75,34,12.82,73,0.00,,2020-10-16
00668,國泰美國道瓊,"113,000",27,"3,343,030",29.59,29.67,29.54,29.58,+,0.06,29.57,113,29.61,5,0.00,,2020-10-16
00668K,國泰美國道瓊+U,100,1,"1,025",10.25,10.25,10.25,10.25,+,0.02,10.21,14,10.33,14,0.00,,2020-10-16
00669R,國泰美國道瓊反1,"1,577,768",197,"15,927,869",10.08,10.12,10.06,10.11,-,0.01,10.10,211,10.11,"1,438",0.00,,2020-10-16
00670L,富邦NASDAQ正2,"1,286,186",508,"91,266,764",71.30,71.50,70.20,70.70,-,0.4,70.65,4,70.70,2,0.00,,2020-10-16
00671R,富邦NASDAQ反1,"6,064,000",335,"43,088,000",7.08,7.14,7.06,7.12,+,0.03,7.12,410,7.13,"2,556",0.00,,2020-10-16
00672L,元大S&P原油正2,"34,890,100",816,"27,821,576",0.80,0.81,0.79,0.79,-,0.02,0.79,"71,917",0.80,"12,896",0.00,,2020-10-16
00673R,元大S&P原油反1,"187,000",52,"5,557,520",29.57,29.89,29.54,29.86,+,0.35,29.86,50,29.88,200,0.00,,2020-10-16
00674R,元大S&P黃金反1,"182,000",29,"2,319,850",12.75,12.77,12.72,12.75,-,0.03,12.74,2,12.75,48,0.00,,2020-10-16
00675L,富邦臺灣加權正2,"265,000",120,"6,782,820",25.63,25.85,25.32,25.33,-,0.32,25.32,5,25.34,99,0.00,,2020-10-16
00676R,富邦臺灣加權反1,"2,518,000",269,"12,783,160",5.08,5.10,5.05,5.10,+,0.02,5.09,"1,969",5.10,299,0.00,,2020-10-16
00677U,富邦VIX,"107,270,136","6,358","461,640,368",4.30,4.35,4.26,4.35,+,0.07,4.34,"1,504",4.35,"4,793",0.00,,2020-10-16
00678,群益NBI生技,"564,193",74,"14,601,383",25.95,25.95,25.84,25.88,-,0.36,25.86,2,25.88,3,0.00,,2020-10-16
00680L,元大美債20正2,"28,000",10,"856,910",30.60,30.69,30.55,30.66,-,0.14,30.65,25,30.72,25,0.00,,2020-10-16
00681R,元大美債20反1,"5,000",1,"62,850",12.57,12.57,12.57,12.57,+,0.06,12.54,57,12.57,147,0.00,,2020-10-16
00682U,元大美元指數,"71,000",26,"1,326,520",18.68,18.69,18.67,18.69,+,0.05,18.67,6,18.69,35,0.00,,2020-10-16
00683L,元大美元指數正2,"399,000",123,"7,168,570",17.96,17.99,17.91,17.99,+,0.16,17.99,7,18.00,297,0.00,,2020-10-16
00684R,元大美元指數反1,0,0,0,--,--,--,--, ,0.0,18.59,70,18.65,2,0.00,,2020-10-16
00685L,群益臺灣加權正2,"9,000",9,"202,050",22.50,22.71,22.30,22.30,-,0.26,22.25,1,22.26,98,0.00,,2020-10-16
00686R,群益臺灣加權反1,"228,000",15,"1,260,230",5.51,5.55,5.51,5.55,+,0.04,5.55,218,5.56,102,0.00,,2020-10-16
00688L,國泰20年美債正2,"101,000",3,"3,117,890",30.89,30.89,30.87,30.87,-,0.11,30.84,35,30.91,35,0.00,,2020-10-16
00689R,國泰20年美債反1,"101,000",3,"1,301,890",12.89,12.89,12.89,12.89,+,0.05,12.87,85,12.90,42,0.00,,2020-10-16
00690,兆豐藍籌30,"191,000",25,"4,883,750",25.65,25.76,25.52,25.52,-,0.1,25.50,7,25.52,18,0.00,,2020-10-16
00691R,兆豐藍籌30反1,0,0,0,--,--,--,--, ,0.0,11.45,60,11.50,60,0.00,,2020-10-16
00692,富邦公司治理,"3,809,597",695,"102,677,012",26.94,27.07,26.84,26.85,-,0.11,26.84,18,26.85,17,0.00,,2020-10-16
00693U,街口S&P黃豆,"17,572,000","1,801","287,893,040",16.40,16.42,16.33,16.35,+,0.03,16.35,294,16.36,39,0.00,,2020-10-16
00700,富邦恒生國企,"201,464",35,"3,679,696",18.21,18.40,18.13,18.40,+,0.19,18.35,5,18.40,22,0.00,,2020-10-16
00701,國泰股利精選30,"960,158",623,"19,649,059",20.47,20.54,20.40,20.40,-,0.08,20.39,68,20.40,7,0.00,,2020-10-16
00702,國泰標普低波高息,"52,000",17,"851,500",16.34,16.41,16.34,16.37,+,0.17,16.37,30,16.38,25,0.00,,2020-10-16
00703,台新MSCI中國,"186,000",34,"4,535,040",24.32,24.50,24.25,24.41,+,0.09,24.41,19,24.42,1,0.00,,2020-10-16
00706L,元大S&P日圓正2,0,0,0,--,--,--,--, ,0.0,17.68,87,17.70,5,0.00,,2020-10-16
00707R,元大S&P日圓反1,0,0,0,--,--,--,--, ,0.0,18.96,75,19.01,49,0.00,,2020-10-16
00708L,元大S&P黃金正2,"1,393,000",400,"43,852,560",31.45,31.55,31.35,31.50,+,0.3,31.49,1,31.50,334,0.00,,2020-10-16
00709,富邦歐洲,"121,000",10,"2,310,860",19.15,19.16,19.08,19.08,-,0.21,19.06,62,19.11,10,0.00,,2020-10-16
00710B,FH彭博高收益債,"1,324,000",54,"24,544,840",18.54,18.55,18.50,18.55,+,0.02,18.53,5,18.56,64,0.00,,2020-10-16
00711B,FH彭博新興債,"194,000",19,"4,306,100",22.19,22.23,22.16,22.23,+,0.05,22.19,148,22.23,14,0.00,,2020-10-16
00712,FH富時不動產,"773,050",378,"8,432,600",10.91,10.93,10.90,10.90,+,0.01,10.89,98,10.90,4,0.00,,2020-10-16
00713,元大台灣高息低波,"68,973",39,"2,304,768",33.32,33.50,33.30,33.30,-,0.02,33.27,1,33.30,19,0.00,,2020-10-16
00714,群益道瓊美國地產,"210,000",11,"3,881,080",18.48,18.55,18.48,18.48,+,0.14,18.48,1,18.52,50,0.00,,2020-10-16
00715L,街口布蘭特油正2,"8,042,000",854,"27,660,950",3.46,3.48,3.42,3.42,-,0.07,3.42,470,3.43,165,0.00,,2020-10-16
00717,富邦美國特別股,"862,130",137,"14,474,128",16.77,16.80,16.75,16.79,+,0.04,16.79,52,16.80,148,0.00,,2020-10-16
00728,第一金工業30,"273,009",35,"6,155,733",22.69,22.69,22.51,22.51,-,0.02,22.48,2,22.54,2,0.00,,2020-10-16
00730,富邦臺灣優質高息,"744,354",236,"12,876,647",17.30,17.35,17.25,17.28,+,0.03,17.27,7,17.28,12,0.00,,2020-10-16
00731,FH富時高息低波,"1,017,000",23,"47,000,400",46.15,46.36,46.04,46.04,-,0.11,46.05,1,46.06,30,0.00,,2020-10-16
00732,國泰RMB短期報酬,"100,000",2,"3,881,000",38.81,38.81,38.81,38.81,+,0.07,38.74,11,38.86,10,0.00,,2020-10-16
00733,富邦臺灣中小,"244,200",15,"5,894,132",24.18,24.32,23.86,23.86,-,0.24,23.69,10,23.86,10,0.00,,2020-10-16
00735,國泰臺韓科技,"110,000",12,"2,781,610",25.25,25.37,25.06,25.06,-,0.31,25.06,20,25.11,25,0.00,,2020-10-16
00736,國泰新興市場,"111,000",13,"2,250,380",20.26,20.39,20.25,20.33,-,0.05,20.26,21,20.31,20,0.00,,2020-10-16
00737,國泰AI+Robo,"710,447",117,"18,469,415",25.99,26.08,25.92,25.98,-,0.12,25.98,69,25.99,3,0.00,,2020-10-16
00738U,元大道瓊白銀,"1,361,100",334,"35,143,830",25.81,25.97,25.74,25.89,+,0.19,25.88,1,25.89,360,0.00,,2020-10-16
00739,元大MSCI A股,"544,969",113,"14,250,301",26.18,26.28,25.90,26.11,-,0.04,26.10,18,26.11,52,0.00,,2020-10-16
00742,新光內需收益,"107,100",10,"2,221,584",20.80,20.80,20.71,20.71,+,0.01,20.70,4,20.71,4,0.00,,2020-10-16
00743,國泰中國A150,"67,000",9,"1,770,210",26.61,26.61,26.32,26.40, ,0.0,26.21,37,26.29,92,0.00,,2020-10-16
00752,中信中國50,"1,614,185",540,"47,179,634",29.10,29.36,29.03,29.24,+,0.13,29.24,94,29.25,137,0.00,,2020-10-16
00753L,中信中國50正2,"381,000",91,"13,483,430",34.60,35.90,34.60,35.55, ,0.0,35.55,7,35.59,20,0.00,,2020-10-16
00757,統一FANG+,"967,606",317,"38,989,737",40.42,40.47,40.14,40.29,-,0.18,40.28,1,40.29,61,0.00,,2020-10-16
00762,元大全球AI,"237,151",80,"7,653,269",32.31,32.37,32.17,32.24,-,0.08,32.23,86,32.24,1,0.00,,2020-10-16
00763U,街口道瓊銅,"62,000",17,"1,261,850",20.28,20.40,20.28,20.34,+,0.25,20.36,206,20.38,3,0.00,,2020-10-16
00766L,台新MSCI中國正2,"137,000",22,"1,496,050",10.84,11.02,10.84,10.97,+,0.09,10.95,20,10.96,4,0.00,,2020-10-16
00770,國泰北美科技,"100,300",30,"3,119,073",31.18,31.25,31.02,31.12,-,0.01,31.09,50,31.12,49,0.00,,2020-10-16
00771,元大US高息特別股,"59,572",39,"1,141,830",19.18,19.19,19.14,19.18,+,0.05,19.15,31,19.18,13,0.00,,2020-10-16
00774B,新光中國政金綠債,"1,202,000",5,"46,637,860",38.80,39.01,38.80,38.85,+,0.05,38.70,4,38.85,1,0.00,,2020-10-16
00774C,新光中政金綠債+R,0,0,0,--,--,--,--, ,0.0,9.02,5,9.10,3,0.00,,2020-10-16
00775B,新光投等債15+,"403,000",4,"18,126,960",44.98,45.06,44.95,44.95,-,0.2,44.88,100,45.11,2,0.00,,2020-10-16
00783,富邦中証500,"1,532,100",86,"33,158,522",21.79,21.81,21.56,21.63,-,0.17,21.62,37,21.63,38,0.00,,2020-10-16
008201,BP上證50,"1,701",10,"205,391",123.00,123.00,120.00,121.50,+,1.1,121.00,4,121.90,1,0.00,,2020-10-16
00830,國泰費城半導體,"735,390",238,"16,259,670",22.08,22.18,22.06,22.09,+,0.09,22.08,50,22.09,15,0.00,,2020-10-16
00850,元大臺灣ESG永續,"1,354,753",872,"35,459,789",26.20,26.30,26.07,26.08,-,0.14,26.07,13,26.08,104,0.00,,2020-10-16
00851,台新全球AI,"47,000",21,"1,332,720",28.40,28.40,28.22,28.25,-,0.06,28.25,24,28.27,20,0.00,,2020-10-16
00852L,國泰美國道瓊正2,"2,123,000",327,"30,884,710",14.55,14.61,14.46,14.52,+,0.06,14.52,133,14.53,390,0.00,,2020-10-16
00861,元大全球未來通訊,"2,222,127",680,"53,502,488",24.03,24.13,24.01,24.04,-,0.01,24.03,350,24.04,2,0.00,,2020-10-16
00865B,國泰US短期公債,"110,000",7,"4,178,880",38.00,38.00,37.97,37.97,+,0.04,37.97,163,38.05,2,0.00,,2020-10-16
00866,新光Shiller CAPE,"39,000",5,"820,100",21.10,21.10,21.01,21.01,+,0.07,21.01,6,21.03,5,0.00,,2020-10-16
00875,國泰網路資安,"1,350,551",306,"36,387,640",26.95,27.01,26.85,26.92,-,0.18,26.92,239,26.93,31,0.00,,2020-10-16
00876,元大未來關鍵科技,"6,406,631","1,603","142,820,053",22.22,22.38,22.19,22.22,-,0.01,22.22,67,22.23,22,0.00,,2020-10-16
00878,國泰永續高股息,"5,950,979","3,615","86,472,920",14.57,14.57,14.50,14.50,-,0.07,14.50,"1,237",14.51,142,0.00,,2020-10-16
01001T,土銀富邦R1,"49,000",48,"899,640",18.36,18.36,18.36,18.36, ,0.0,18.36,3,18.43,3,0.00,,2020-10-16
01002T,土銀國泰R1,"58,000",48,"1,066,990",18.45,18.45,18.37,18.38,-,0.01,18.36,3,18.39,7,0.00,,2020-10-16
01003T,兆豐新光R1,"518,000",54,"10,708,120",20.61,20.70,20.61,20.70,+,0.09,20.62,8,20.70,3,0.00,,2020-10-16
01004T,土銀富邦R2,"58,000",33,"944,740",16.39,16.39,16.20,16.30,+,0.05,16.21,1,16.30,7,0.00,,2020-10-16
01007T,兆豐國泰R2,"72,000",37,"1,367,870",19.00,19.00,18.96,19.00, ,0.0,18.88,1,19.00,20,0.00,,2020-10-16
01009T,王道圓滿R1,"18,000",7,"175,620",9.79,9.79,9.75,9.76, ,0.0,9.75,12,9.79,4,0.00,,2020-10-16
01010T,京城樂富R1,"11,000",4,"114,180",10.38,10.38,10.38,10.38, ,0.0,10.38,9,10.39,10,0.00,,2020-10-16
020000,富邦特選蘋果N,"31,000",11,"173,260",5.57,5.60,5.57,5.60,+,0.05,5.55,100,5.57,100,0.00,,2020-10-16
020002,元富新中國N,0,0,0,--,--,--,--, ,0.0,18.82,499,18.84,355,0.00,,2020-10-16
020004,兆豐電菁英30N,0,0,0,--,--,--,--, ,0.0,25.34,499,25.35,499,0.00,,2020-10-16
020006,永昌中小300N,0,0,0,--,--,--,--, ,0.0,23.65,102,23.66,102,0.00,,2020-10-16
020007,凱基臺灣500N,0,0,0,--,--,--,--, ,0.0,24.58,204,24.65,239,0.00,,2020-10-16
020008,元大特股高息N,"15,000",10,"163,040",10.88,10.88,10.85,10.85,-,0.05,10.85,200,10.86,200,0.00,,2020-10-16
020011,統一微波高息20N,"52,000",13,"248,480",4.71,4.80,4.71,4.78,-,0.02,4.77,491,4.78,494,0.00,,2020-10-16
020012,富邦行動通訊N,"54,000",15,"306,680",5.69,5.69,5.63,5.63,-,0.04,5.61,100,5.63,105,0.00,,2020-10-16
020015,統一MSCI美低波N,0,0,0,--,--,--,--, ,0.0,12.99,496,13.01,499,0.00,,2020-10-16
020016,統一MSCI美科技N,"4,000",2,"63,520",15.88,15.88,15.88,15.88,+,0.01,15.89,498,15.91,497,0.00,,2020-10-16
020018,統一價值成長30N,"334,000",22,"3,557,240",10.66,10.72,10.60,10.62,-,0.06,10.60,498,10.62,494,0.00,,2020-10-16
020019,統一特選台灣5GN,"324,000",59,"3,255,170",10.07,10.14,9.99,9.99,-,0.08,9.98,491,10.00,492,0.00,,2020-10-16
02001L,富邦蘋果正二N,"2,000",1,"13,700",6.85,6.85,6.85,6.85,X,0.0,6.81,100,6.83,100,0.00,,2020-10-16
02001R,富邦蘋果反一N,0,0,0,--,--,--,--, ,0.0,4.11,100,4.13,100,0.00,,2020-10-16
1101,台泥,"8,051,994","3,659","325,137,942",40.25,40.50,40.25,40.30, ,0.0,40.30,"1,182",40.35,329,9.50,,2020-10-16
1101B,台泥乙特,"13,041",5,"698,697",53.30,53.60,53.30,53.60,-,0.1,53.30,9,53.70,39,0.00,,2020-10-16
1102,亞泥,"5,422,472","2,793","220,492,526",40.30,40.80,40.30,40.55,+,0.15,40.55,36,40.65,41,9.91,,2020-10-16
1103,嘉泥,"223,185",126,"3,526,768",15.80,15.90,15.75,15.75,-,0.05,15.75,26,15.85,4,20.19,,2020-10-16
1104,環泥,"665,207",373,"13,424,179",20.10,20.30,20.05,20.05,-,0.1,20.05,19,20.10,13,11.33,,2020-10-16
1108,幸福,"16,709,957","5,579","204,065,685",11.80,12.70,11.60,11.90,+,0.1,11.90,119,11.95,4,16.53,,2020-10-16
1109,信大,"382,200",115,"7,356,940",19.10,19.45,19.10,19.10,-,0.15,19.10,36,19.20,14,7.07,,2020-10-16
1110,東泥,"41,233",29,"682,529",16.35,16.65,16.35,16.65,+,0.2,16.65,13,16.70,7,0.00,,2020-10-16
1201,味全,"607,955",285,"12,086,951",19.90,20.00,19.80,19.80,-,0.1,19.80,7,19.85,3,34.14,,2020-10-16
1203,味王,"48,527",49,"1,630,649",33.60,33.65,33.60,33.60, ,0.0,33.60,9,33.70,1,18.36,,2020-10-16
1210,大成,"1,101,378",649,"49,430,033",44.85,45.00,44.75,44.75, ,0.0,44.75,18,44.80,9,13.81,,2020-10-16
1213,大飲,"6,200",10,"57,906",9.28,9.65,9.28,9.65,+,0.15,9.28,2,9.65,1,0.00,,2020-10-16
1215,卜蜂,"301,545",248,"20,398,341",67.60,67.80,67.50,67.70,+,0.1,67.60,17,67.70,29,11.84,,2020-10-16
1216,統一,"6,765,222","2,883","421,838,896",62.50,62.70,62.10,62.10,-,0.4,62.10,243,62.20,17,18.76,,2020-10-16
1217,愛之味,"990,290",343,"7,352,855",7.48,7.48,7.40,7.40,-,0.03,7.40,62,7.41,33,35.24,,2020-10-16
1218,泰山,"403,420",199,"8,883,761",22.10,22.15,21.95,21.95,-,0.15,21.95,6,22.00,2,15.35,,2020-10-16
1219,福壽,"95,972",68,"1,808,466",18.90,18.90,18.80,18.80,-,0.1,18.80,19,18.85,1,12.05,,2020-10-16
1220,台榮,"134,732",42,"1,596,084",11.90,11.90,11.75,11.90, ,0.0,11.85,1,11.90,30,13.08,,2020-10-16
1225,福懋油,"14,510",24,"456,162",31.50,31.50,31.35,31.50,-,0.2,31.40,1,31.55,1,20.86,,2020-10-16
1227,佳格,"723,914",539,"45,207,419",62.20,62.80,62.20,62.50,+,0.5,62.40,1,62.50,5,15.74,,2020-10-16
1229,聯華,"1,079,614",825,"43,090,112",39.90,40.00,39.75,39.80,-,0.05,39.80,74,39.90,28,16.11,,2020-10-16
1231,聯華食,"125,824",136,"5,287,658",41.80,42.20,41.80,41.95,-,0.2,41.90,16,42.05,8,13.11,,2020-10-16
1232,大統益,"8,631",22,"1,022,272",118.00,118.50,118.00,118.50,+,0.5,118.00,9,118.50,4,19.27,,2020-10-16
1233,天仁,"11,572",12,"419,198",36.30,36.35,36.15,36.35,+,0.05,36.20,1,36.40,2,39.51,,2020-10-16
1234,黑松,"33,095",25,"1,083,517",32.60,32.90,32.60,32.80,+,0.15,32.80,5,32.85,5,16.40,,2020-10-16
1235,興泰,"12,000",11,"298,700",24.60,25.15,24.60,24.85,-,0.3,24.85,7,25.05,1,26.72,,2020-10-16
1236,宏亞,"35,483",29,"475,833",13.40,13.40,13.40,13.40,+,0.05,13.35,1,13.40,6,70.53,,2020-10-16
1256,鮮活果汁-KY,"50,442",60,"14,038,093",278.50,281.00,276.00,279.00,+,4.0,277.50,2,279.00,2,19.04,,2020-10-16
1301,台塑,"4,611,489","2,590","365,358,849",79.30,79.80,79.00,79.00,-,0.2,79.00,379,79.10,2,28.21,,2020-10-16
1303,南亞,"5,487,803","2,002","326,528,262",59.40,60.00,59.20,59.20,-,0.3,59.20,40,59.50,33,30.67,,2020-10-16
1304,台聚,"17,563,049","4,616","292,956,932",16.60,16.95,16.25,16.45,-,0.2,16.40,19,16.45,2,16.13,,2020-10-16
1305,華夏,"30,142,030","10,403","666,467,315",22.05,22.95,21.10,21.50,-,0.4,21.45,1,21.50,93,17.06,,2020-10-16
1307,三芳,"95,072",66,"1,982,733",20.95,20.95,20.75,20.75,-,0.2,20.70,2,20.75,3,32.42,,2020-10-16
1308,亞聚,"2,100,562",958,"38,175,280",18.05,18.45,17.90,18.00,-,0.05,17.95,15,18.00,17,11.76,,2020-10-16
1309,台達化,"27,653,969","11,509","866,363,841",31.00,32.40,30.10,30.10,-,0.8,30.10,85,30.25,2,17.81,,2020-10-16
1310,台苯,"5,530,654","1,966","91,789,785",16.45,16.85,16.30,16.35,+,0.05,16.35,84,16.40,30,116.79,,2020-10-16
1312,國喬,"19,503,678","5,976","386,416,265",20.05,20.35,19.40,19.80,-,0.15,19.75,15,19.80,66,12.30,,2020-10-16
1312A,國喬特,"19,000",14,"570,700",30.00,30.25,30.00,30.25, ,0.0,29.95,23,30.20,3,0.00,,2020-10-16
1313,聯成,"3,014,524",771,"39,395,853",13.00,13.25,12.90,12.95, ,0.0,12.95,17,13.00,4,92.50,,2020-10-16
1314,中石化,"9,609,275","1,960","80,380,171",8.35,8.42,8.31,8.33,-,0.02,8.32,56,8.33,21,21.92,,2020-10-16
1316,上曜,"2,624,006",570,"31,163,419",11.60,12.15,11.50,11.50,-,0.1,11.50,20,11.55,1,0.00,,2020-10-16
1319,東陽,"1,492,207","1,100","56,423,631",37.45,37.95,37.35,37.80,+,0.6,37.75,15,37.80,26,16.95,,2020-10-16
1321,大洋,"186,000",121,"6,515,400",35.00,35.30,34.80,34.95,+,0.2,34.95,4,35.05,1,14.38,,2020-10-16
1323,永裕,"110,450",63,"3,623,129",32.90,33.00,32.70,32.90,-,0.2,32.75,2,32.90,10,9.54,,2020-10-16
1324,地球,"31,533",23,"310,474",9.90,9.91,9.81,9.89,-,0.01,9.85,2,9.89,1,70.64,,2020-10-16
1325,恆大,"7,549,633","4,609","984,869,633",122.50,134.50,121.00,134.50,+,12.0,134.50,"3,236",--,0,15.25,,2020-10-16
1326,台化,"3,791,834","1,706","263,226,200",69.90,69.90,69.00,69.00,-,0.4,69.00,124,69.10,1,33.82,,2020-10-16
